订单编号,订单日期,发货日期,快递,客户编号,客户名称,客户类型,地区编号,省份,区域,区域经理,产品编号,产品大类,产品小类,品牌,产品名称,产品属性,是否退货,金额,数量,折扣,利润
A000080,2019-12-05,2019-12-10,邮政,U20440,秦淑芳,公司,R00007,黑龙江,东北,楚杰,P01759,办公,美术,Sanford,荧光笔,蓝色,,235.2,4,0.2,49.84
A000081,2021-05-06,2021-05-11,圆通,U11965,顾丹,公司,R00023,天津,华北,殷莲,P00756,办公,用品,Acme,剪刀,工业,,378.84,3,0.0,75.6
A000082,2020-05-02,2020-05-07,邮政,U15865,康丽,消费者,R00001,浙江,华东,洪光,P00020,技术,电话,三星,办公室电话机,全尺寸,,1117.37,6,0.4,-37.63
A000083,2021-01-01,2021-01-06,邮政,U18670,秦宁,消费者,R00014,吉林,东北,楚杰,P01106,家具,用具,Deflect-O,门挡,优质,,595.98,3,0.0,154.56
A000083,2021-01-01,2021-01-06,邮政,U18670,秦宁,消费者,R00014,吉林,东北,楚杰,P01608,办公,系固,Stockwell,橡皮筋,混合尺寸,,130.48,2,0.0,54.6
A000084,2021-05-14,2021-05-20,邮政,U18700,贺宁,消费者,R00026,贵州,西南,白德伟,P00376,技术,电话,思科,耳机,混合尺寸,,2130.1,5,0.0,298.2
A000084,2021-05-14,2021-05-20,邮政,U18700,贺宁,消费者,R00026,贵州,西南,白德伟,P01527,办公,收纳,Rogers,文件夹,单宽度,,716.8,5,0.0,207.2
A000084,2021-05-14,2021-05-20,邮政,U18700,贺宁,消费者,R00026,贵州,西南,白德伟,P01296,技术,配件,罗技,闪存驱动器,可编程,,298.76,2,0.0,59.64
A000085,2019-05-15,2019-05-22,邮政,U10180,巩安,小型企业,R00008,山东,华东,洪光,P01128,技术,复印,Brother,墨水,红色,,1358.0,2,0.0,285.04
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P00341,办公,系固,Stockwell,订书钉,整包,,30.24,1,0.4,3.92
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P01641,办公,纸张,Eaton,信纸,优质,,1054.2,5,0.0,442.4
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P00855,办公,器具,Breville,咖啡研磨机,银色,,350.62,2,0.4,-181.38
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P00592,办公,收纳,Eldon,盒,工业,,250.6,5,0.0,47.6
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P01028,办公,器具,Hamilton Beach,炉灶,白色,,7566.72,5,0.4,-2270.38
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P01337,技术,设备,松下,收据打印机,白色,,1002.2,3,0.4,-651.76
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P01622,技术,电话,苹果,信号增强器,混合尺寸,,781.2,2,0.4,-39.2
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P00397,家具,用具,Eldon,分层置放架,耐用,,319.54,4,0.4,-53.42
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P01275,家具,椅子,Novimex,沙滩椅,红色,,386.06,3,0.4,-0.34
A000086,2021-05-11,2021-05-11,顺丰,U18850,田谙,消费者,R00015,辽宁,东北,楚杰,P01917,办公,装订,Wilson Jones,装订机,回收,,74.93,2,0.4,-5.15
A000087,2020-05-01,2020-05-06,邮政,U17965,徐蔓楚,公司,R00014,吉林,东北,楚杰,P00700,办公,美术,Boston,记号笔,蓝色,,295.34,3,0.2,55.1
A000088,2019-03-22,2019-03-25,圆通,U13495,巩虢,公司,R00006,陕西,西北,杨健,P00157,技术,复印,惠普,传真复印机,红色,,2395.26,3,0.0,694.26
A000089,2021-02-11,2021-02-16,邮政,U17605,陈丽雪,公司,R00002,四川,西南,白德伟,P01857,办公,标签,Smead,运输标签,红色,是,53.34,1,0.0,23.38
A000089,2021-02-11,2021-02-16,邮政,U17605,陈丽雪,公司,R00002,四川,西南,白德伟,P01315,办公,信封,Ames,商业信封,每套50个,是,204.96,3,0.0,24.36
A000089,2021-02-11,2021-02-16,邮政,U17605,陈丽雪,公司,R00002,四川,西南,白德伟,P00359,办公,装订,Wilson Jones,订书机,透明,是,1084.61,8,0.4,-289.63
A000090,2020-02-27,2020-03-03,邮政,U12970,佘凤,公司,R00027,山西,华北,殷莲,P01145,家具,桌子,Chromcraft,木桌,组装,,8469.83,5,0.25,1806.53
A000091,2021-05-08,2021-05-11,中通,U14485,曾惠,公司,R00018,湖南,中南,范彩,P00720,技术,配件,贝尔金,记忆卡,耐用,,1610.28,3,0.0,418.32
A000091,2021-05-08,2021-05-11,中通,U14485,曾惠,公司,R00018,湖南,中南,范彩,P01838,家具,桌子,Barricks,圆桌,长方形,,6987.12,4,0.25,-2236.08
A000092,2020-08-18,2020-08-22,邮政,U11665,谢聪,消费者,R00001,浙江,华东,洪光,P00592,办公,收纳,Eldon,盒,工业,,250.6,5,0.0,47.6
A000093,2020-05-22,2020-05-26,邮政,U18595,田妮,小型企业,R00005,江西,华东,洪光,P01216,技术,设备,松下,喷墨打印机,耐用,,2913.96,2,0.0,116.48
A000094,2021-08-03,2021-08-09,邮政,U11395,严诚,公司,R00015,辽宁,东北,楚杰,P00856,办公,器具,Cuisinart,咖啡研磨机,白色,,514.5,5,0.4,-51.8
A000094,2021-08-03,2021-08-09,邮政,U11395,严诚,公司,R00015,辽宁,东北,楚杰,P00141,技术,电话,摩托罗拉,充电器,混合尺寸,,5422.54,3,0.4,-2530.58
A000095,2021-06-19,2021-06-23,邮政,U19015,姚柏,消费者,R00004,广东,中南,范彩,P00740,办公,系固,OIC,夹子,每包12个,,268.8,3,0.0,104.58
A000096,2018-06-04,2018-06-10,中通,U19960,许绅,消费者,R00013,甘肃,西北,杨健,P01466,办公,信封,Ames,外皮和封条,银色,是,196.84,2,0.0,13.72
A000096,2018-06-04,2018-06-10,中通,U19960,许绅,消费者,R00013,甘肃,西北,杨健,P01451,办公,系固,Stockwell,图钉,每包12个,是,351.96,10,0.4,17.36
A000096,2018-06-04,2018-06-10,中通,U19960,许绅,消费者,R00013,甘肃,西北,杨健,P00078,办公,装订,Wilson Jones,标签,耐用,是,66.78,3,0.4,-33.6
A000097,2018-06-24,2018-06-28,邮政,U21790,彭雯,消费者,R00004,广东,中南,范彩,P00437,技术,复印,Hewlett,复印机,红色,,7332.36,6,0.0,2639.28
A000097,2018-06-24,2018-06-28,邮政,U21790,彭雯,消费者,R00004,广东,中南,范彩,P01739,技术,电话,诺基亚,音频基座,混合尺寸,,3165.68,4,0.0,1360.8
A000098,2019-05-12,2019-05-18,邮政,U15655,徐关茵,公司,R00010,河北,华北,殷莲,P00037,办公,纸张,Enermax,备忘录便条,优质,是,146.16,2,0.0,29.12
A000099,2018-12-26,2018-12-31,邮政,U12430,苏冬露,小型企业,R00028,内蒙古,华北,殷莲,P00741,办公,系固,Accos,夹子,整包,,162.79,3,0.4,-84.17
A000099,2018-12-26,2018-12-31,邮政,U12430,苏冬露,小型企业,R00028,内蒙古,华北,殷莲,P00970,办公,装订,Avery,孔加固材料,透明,,32.51,3,0.4,-9.07
A000099,2018-12-26,2018-12-31,邮政,U12430,苏冬露,小型企业,R00028,内蒙古,华北,殷莲,P01527,办公,收纳,Rogers,文件夹,单宽度,,286.72,2,0.0,82.88
A000099,2018-12-26,2018-12-31,邮政,U12430,苏冬露,小型企业,R00028,内蒙古,华北,殷莲,P01181,办公,收纳,Tenex,盘,工业,,1276.1,5,0.0,561.4
A000099,2018-12-26,2018-12-31,邮政,U12430,苏冬露,小型企业,R00028,内蒙古,华北,殷莲,P00836,办公,信封,GlobeWeis,局间信封,红色,,1198.4,5,0.0,527.1
A000099,2018-12-26,2018-12-31,邮政,U12430,苏冬露,小型企业,R00028,内蒙古,华北,殷莲,P01338,技术,设备,松下,收据打印机,多色,,338.52,1,0.4,39.48
A000100,2019-03-07,2019-03-12,邮政,U15820,黄丽,消费者,R00007,黑龙江,东北,楚杰,P00456,办公,美术,Boston,钢笔,混合尺寸,,64.96,1,0.2,8.82
A000100,2019-03-07,2019-03-12,邮政,U15820,黄丽,消费者,R00007,黑龙江,东北,楚杰,P01086,办公,用品,Kleencut,美工刀,锯齿状,,438.9,3,0.0,149.1
A000101,2021-03-24,2021-03-26,邮政,U13195,万刚,公司,R00016,湖北,中南,范彩,P00721,技术,配件,Enermax,记忆卡,实惠,,1281.17,4,0.4,-256.59
A000102,2020-06-19,2020-06-24,邮政,U20155,毛升,小型企业,R00003,江苏,华东,洪光,P00328,家具,桌子,Barricks,电脑桌,长方形,,2662.3,3,0.6,-732.14
A000103,2018-02-01,2018-02-05,邮政,U11950,贺丹,消费者,R00002,四川,西南,白德伟,P00419,家具,椅子,SAFCO,扶手椅,黑色,,2570.4,2,0.4,-556.92
A000103,2018-02-01,2018-02-05,邮政,U11950,贺丹,消费者,R00002,四川,西南,白德伟,P00777,技术,配件,贝尔金,键盘,实惠,,939.46,4,0.4,156.58
A000104,2019-01-03,2019-01-08,圆通,U15820,黄丽,消费者,R00010,河北,华北,殷莲,P00946,办公,标签,Avery,可去除的标签,可调,,161.28,4,0.0,72.24
A000105,2021-03-14,2021-03-17,圆通,U20305,常盛,消费者,R00009,上海,华东,洪光,P00360,办公,装订,Acco,订书机,耐用,,490.84,2,0.0,132.44
A000106,2021-05-22,2021-05-26,邮政,U11275,周诚,公司,R00028,内蒙古,华北,殷莲,P01642,办公,纸张,施乐,信纸,多色,,1515.08,7,0.0,727.16
A000106,2021-05-22,2021-05-26,邮政,U11275,周诚,公司,R00028,内蒙古,华北,殷莲,P00142,技术,电话,诺基亚,充电器,混合尺寸,,8944.74,5,0.4,1043.14
A000107,2020-10-03,2020-10-09,邮政,U11110,傅晨,公司,R00016,湖北,中南,范彩,P01295,技术,配件,贝尔金,闪存驱动器,回收,,890.4,8,0.4,-549.92
A000107,2020-10-03,2020-10-09,邮政,U11110,傅晨,公司,R00016,湖北,中南,范彩,P01894,技术,电话,诺基亚,智能手机,混合尺寸,,1411.2,4,0.4,188.16
A000108,2019-03-26,2019-04-02,邮政,U17650,彭丽雪,小型企业,R00013,甘肃,西北,杨健,P00910,办公,用品,Kleencut,开信刀,钢,,666.79,9,0.4,-379.01
A000108,2019-03-26,2019-04-02,邮政,U17650,彭丽雪,小型企业,R00013,甘肃,西北,杨健,P01431,办公,收纳,Fellowes,锁柜,工业,,2909.34,3,0.0,1396.08
A000109,2020-04-10,2020-04-12,中通,U18910,贾柏,小型企业,R00008,山东,华东,洪光,P01855,办公,标签,Harbour Creations,运输标签,可调,,43.68,1,0.0,6.02
A000109,2020-04-10,2020-04-12,中通,U18910,贾柏,小型企业,R00008,山东,华东,洪光,P00593,办公,收纳,Tenex,盒,金属,,217.98,3,0.0,69.72
A000110,2020-07-03,2020-07-06,圆通,U14545,陈健,公司,R00008,山东,华东,洪光,P00079,办公,装订,Avery,标签,实惠,,147.7,5,0.0,73.5
A000110,2020-07-03,2020-07-06,圆通,U14545,陈健,公司,R00008,山东,华东,洪光,P00080,办公,装订,Acco,标签,耐用,,188.16,4,0.0,48.72
A000110,2020-07-03,2020-07-06,圆通,U14545,陈健,公司,R00008,山东,华东,洪光,P01390,技术,配件,Enermax,鼠标,可编程,,390.04,2,0.0,23.24
A000111,2020-06-07,2020-06-13,中通,U12145,赵德伟,消费者,R00004,广东,中南,范彩,P01297,技术,配件,SanDisk,闪存驱动器,回收,,348.6,2,0.0,27.72
A000111,2020-06-07,2020-06-13,中通,U12145,赵德伟,消费者,R00004,广东,中南,范彩,P00254,办公,用品,Stiletto,大剪刀,工业,,463.96,2,0.0,69.44
A000111,2020-06-07,2020-06-13,中通,U12145,赵德伟,消费者,R00004,广东,中南,范彩,P00778,技术,配件,Enermax,键盘,回收,,1137.78,3,0.0,375.06
A000111,2020-06-07,2020-06-13,中通,U12145,赵德伟,消费者,R00004,广东,中南,范彩,P01858,办公,标签,Novimex,运输标签,可调,,290.08,7,0.0,34.3
A000112,2018-01-30,2018-02-03,圆通,U19780,范晒明,消费者,R00007,黑龙江,东北,楚杰,P01236,办公,美术,BIC,铅笔刀,金属,,226.02,2,0.2,-42.5
A000112,2018-01-30,2018-02-03,圆通,U19780,范晒明,消费者,R00007,黑龙江,东北,楚杰,P00757,办公,用品,Kleencut,剪刀,锯齿状,,354.48,4,0.0,109.76
A000112,2018-01-30,2018-02-03,圆通,U19780,范晒明,消费者,R00007,黑龙江,东北,楚杰,P01859,办公,标签,Novimex,运输标签,白色,,153.72,3,0.0,72.24
A000112,2018-01-30,2018-02-03,圆通,U19780,范晒明,消费者,R00007,黑龙江,东北,楚杰,P01296,技术,配件,罗技,闪存驱动器,可编程,,746.9,5,0.0,149.1
A000112,2018-01-30,2018-02-03,圆通,U19780,范晒明,消费者,R00007,黑龙江,东北,楚杰,P00080,办公,装订,Acco,标签,耐用,,141.12,3,0.0,36.54
A000112,2018-01-30,2018-02-03,圆通,U19780,范晒明,消费者,R00007,黑龙江,东北,楚杰,P01029,办公,器具,Breville,炉灶,红色,,5241.04,2,0.0,1624.56
A000112,2018-01-30,2018-02-03,圆通,U19780,范晒明,消费者,R00007,黑龙江,东北,楚杰,P01701,家具,椅子,Office Star,摇椅,每套两件,,2672.32,4,0.0,80.08
A000112,2018-01-30,2018-02-03,圆通,U19780,范晒明,消费者,R00007,黑龙江,东北,楚杰,P00722,技术,配件,罗技,记忆卡,可编程,,1957.76,4,0.0,215.04
A000113,2020-06-28,2020-07-04,邮政,U12070,巩德,小型企业,R00017,河南,中南,范彩,P00312,技术,设备,松下,电话,白色,,1165.5,3,0.0,81.48
A000113,2020-06-28,2020-07-04,邮政,U12070,巩德,小型企业,R00017,河南,中南,范彩,P01623,技术,电话,摩托罗拉,信号增强器,全尺寸,,7413.56,11,0.0,2964.5
A000114,2018-05-06,2018-05-09,圆通,U10750,沈彩,消费者,R00028,内蒙古,华北,殷莲,P00021,技术,电话,摩托罗拉,办公室电话机,混合尺寸,,626.72,3,0.4,-251.08
A000114,2018-05-06,2018-05-09,圆通,U10750,沈彩,消费者,R00028,内蒙古,华北,殷莲,P01800,办公,标签,Smead,有色标签,耐用,,62.72,1,0.0,25.62
A000115,2021-02-08,2021-02-11,中通,U18205,洪梦,公司,R00020,重庆,西南,白德伟,P01391,技术,配件,贝尔金,鼠标,可编程,是,1181.88,6,0.0,94.08
A000115,2021-02-08,2021-02-11,中通,U18205,洪梦,公司,R00020,重庆,西南,白德伟,P00081,办公,装订,Acco,标签,回收,是,83.44,2,0.0,10.64
A000115,2021-02-08,2021-02-11,中通,U18205,洪梦,公司,R00020,重庆,西南,白德伟,P00143,技术,电话,诺基亚,充电器,整包,是,14843.5,5,0.0,4897.9
A000116,2018-03-22,2018-03-27,圆通,U12415,郭冬露,消费者,R00002,四川,西南,白德伟,P00947,办公,标签,Novimex,可去除的标签,可调,是,72.52,2,0.0,1.96
A000117,2018-01-11,2018-01-17,邮政,U11515,白忠,消费者,R00010,河北,华北,殷莲,P00119,办公,用品,Fiskars,尺子,工业,,149.8,2,0.0,22.4
A000118,2020-11-15,2020-11-18,中通,U11920,贾丹,消费者,R00004,广东,中南,范彩,P01184,办公,收纳,Rogers,盘,蓝色,,863.52,3,0.0,301.98
A000055,2020-02-01,2020-02-06,邮政,U11350,曹诚,公司,R00015,辽宁,东北,楚杰,P01371,家具,书架,Bush,书库,金属,,2037.17,2,0.4,-1086.51
A000119,2020-03-04,2020-03-06,圆通,U16825,白立,公司,R00027,山西,华北,殷莲,P01821,办公,标签,Avery,圆形标签,红色,,97.44,3,0.0,19.32
A000120,2021-01-28,2021-01-30,邮政,U10615,范彩,公司,R00015,辽宁,东北,楚杰,P01030,办公,器具,Hoover,炉灶,红色,,3183.43,2,0.4,-1326.53
A000121,2020-07-03,2020-07-05,中通,U15160,贾君,消费者,R00028,内蒙古,华北,殷莲,P00742,办公,系固,Advantus,夹子,混合尺寸,,140.62,3,0.4,-68.12
A000121,2020-07-03,2020-07-05,中通,U15160,贾君,消费者,R00028,内蒙古,华北,殷莲,P00217,办公,装订,Acco,打孔机,实惠,,84.34,1,0.4,-52.02
A000122,2020-02-13,2020-02-17,邮政,U12790,倪芬,小型企业,R00003,江苏,华东,洪光,P01895,技术,电话,苹果,智能手机,全尺寸,,1046.56,3,0.4,17.14
A000123,2019-06-16,2019-06-20,邮政,U20995,白斯云,消费者,R00008,山东,华东,洪光,P00948,办公,标签,Harbour Creations,可去除的标签,可调,,231.0,6,0.0,25.2
A000123,2019-06-16,2019-06-20,邮政,U20995,白斯云,消费者,R00008,山东,华东,洪光,P01624,技术,电话,思科,信号增强器,整包,,2835.84,4,0.0,141.68
A000124,2018-10-03,2018-10-07,圆通,U21070,薛婷,消费者,R00015,辽宁,东北,楚杰,P00059,办公,纸张,Green Bar,笔记本,每包12个,,475.02,3,0.0,52.08
A000124,2018-10-03,2018-10-07,圆通,U21070,薛婷,消费者,R00015,辽宁,东北,楚杰,P00476,办公,收纳,Rogers,搁板,工业,,584.36,2,0.0,11.48
A000125,2020-04-20,2020-04-25,圆通,U17215,贾廉,消费者,R00016,湖北,中南,范彩,P00238,技术,设备,StarTech,打印机,白色,是,2138.47,3,0.4,-356.75
A000125,2020-04-20,2020-04-25,圆通,U17215,贾廉,消费者,R00016,湖北,中南,范彩,P00575,办公,标签,Avery,合法证物标签,可调,是,172.48,4,0.0,30.8
A000125,2020-04-20,2020-04-25,圆通,U17215,贾廉,消费者,R00016,湖北,中南,范彩,P00758,办公,用品,Kleencut,剪刀,钢,是,60.73,1,0.4,-31.39
A000126,2019-01-16,2019-01-20,邮政,U20905,廖宣,消费者,R00006,陕西,西北,杨健,P01452,办公,系固,OIC,图钉,整包,,393.96,6,0.0,82.32
A000127,2021-02-22,2021-02-28,中通,U10240,唐安,消费者,R00005,江西,华东,洪光,P00239,技术,设备,松下,打印机,白色,,3708.6,3,0.0,1483.44
A000127,2021-02-22,2021-02-28,中通,U10240,唐安,消费者,R00005,江西,华东,洪光,P01392,技术,配件,Enermax,鼠标,回收,,355.6,2,0.0,7.0
A000119,2020-03-04,2020-03-06,圆通,U14800,段杰,公司,R00007,黑龙江,东北,楚杰,P00002,办公,系固,Stockwell,按钉,金属,,263.2,4,0.0,120.96
A000119,2020-03-04,2020-03-06,圆通,U14800,段杰,公司,R00007,黑龙江,东北,楚杰,P00022,技术,电话,思科,办公室电话机,全尺寸,,2670.5,7,0.0,0.0
A000128,2019-05-10,2019-05-14,邮政,U13600,徐虢,公司,R00002,四川,西南,白德伟,P00759,办公,用品,Elite,剪刀,工业,,202.86,3,0.4,-67.62
A000129,2019-03-28,2019-04-04,邮政,U11710,沈聪,消费者,R00003,江苏,华东,洪光,P00949,办公,标签,Novimex,可去除的标签,耐用,,191.52,4,0.0,24.64
A000129,2019-03-28,2019-04-04,邮政,U11710,沈聪,消费者,R00003,江苏,华东,洪光,P00060,办公,纸张,SanDisk,笔记本,优质,,139.16,1,0.0,20.86
A000130,2020-01-11,2020-01-16,邮政,U15655,徐关茵,公司,R00012,安徽,华东,洪光,P01720,家具,椅子,Hon,椅垫,红色,,1554.84,6,0.0,466.2
A000130,2020-01-11,2020-01-16,邮政,U15655,徐关茵,公司,R00012,安徽,华东,洪光,P01432,办公,收纳,Rogers,锁柜,金属,,3932.88,4,0.0,274.96
A000130,2020-01-11,2020-01-16,邮政,U15655,徐关茵,公司,R00012,安徽,华东,洪光,P00313,技术,设备,爱普生,电话,红色,,1458.24,4,0.0,116.48
A000130,2020-01-11,2020-01-16,邮政,U15655,徐关茵,公司,R00012,安徽,华东,洪光,P01702,家具,椅子,Harbour Creations,摇椅,每套两件,,3484.6,5,0.0,1254.4
A000131,2020-09-13,2020-09-19,邮政,U16735,冯立,消费者,R00003,江苏,华东,洪光,P01006,办公,纸张,Enermax,令,每包12个,是,456.54,3,0.0,49.98
A000131,2020-09-13,2020-09-19,邮政,U16735,冯立,消费者,R00003,江苏,华东,洪光,P00377,技术,电话,思科,耳机,蓝色,是,742.9,3,0.4,86.44
A000132,2018-08-10,2018-08-12,圆通,U14545,陈健,公司,R00002,四川,西南,白德伟,P00378,技术,电话,苹果,耳机,蓝色,,410.26,2,0.4,-68.54
A000133,2021-03-25,2021-03-27,圆通,U12715,赖芳茵,公司,R00003,江苏,华东,洪光,P01163,家具,用具,Deflect-O,闹钟,优质,,274.01,2,0.4,-109.87
A000134,2019-05-28,2019-05-30,中通,U15640,吕关茵,小型企业,R00013,甘肃,西北,杨健,P01354,家具,书架,Bush,书架,白色,,2470.19,7,0.4,81.93
A000135,2020-02-05,2020-02-07,邮政,U20110,贺升,消费者,R00003,江苏,华东,洪光,P01316,办公,信封,GlobeWeis,商业信封,每套50个,是,485.52,6,0.0,174.72
A000136,2021-01-02,2021-01-08,邮政,U15430,邓康,消费者,R00019,北京,华北,殷莲,P00743,办公,系固,Stockwell,夹子,整包,,175.84,2,0.0,15.68
A000136,2021-01-02,2021-01-08,邮政,U15430,邓康,消费者,R00019,北京,华北,殷莲,P00536,家具,书架,宜家,古典书架,金属,,3837.96,2,0.0,268.52
A000137,2021-12-01,2021-12-07,邮政,U18070,钱幂,小型企业,R00009,上海,华东,洪光,P01703,家具,椅子,Office Star,摇椅,红色,,657.58,1,0.0,39.34
A000137,2021-12-01,2021-12-07,邮政,U18070,钱幂,小型企业,R00009,上海,华东,洪光,P01855,办公,标签,Harbour Creations,运输标签,可调,,131.04,3,0.0,18.06
A000138,2020-10-18,2020-10-22,邮政,U15400,林康,公司,R00020,重庆,西南,白德伟,P01507,办公,收纳,Eldon,文件车,金属,,2369.92,4,0.0,924.0
A000138,2020-10-18,2020-10-22,邮政,U15400,林康,公司,R00020,重庆,西南,白德伟,P00120,办公,用品,Fiskars,尺子,蓝色,,269.36,4,0.0,15.68
A000139,2018-02-02,2018-02-08,圆通,U12040,程德,小型企业,R00005,江西,华东,洪光,P01585,家具,用具,Tenex,相框,一包多件,,1211.0,5,0.0,363.3
A000139,2018-02-02,2018-02-08,圆通,U12040,程德,小型企业,R00005,江西,华东,洪光,P01048,技术,配件,Memorex,路由器,可编程,,2311.96,2,0.0,346.64
A000140,2020-05-01,2020-05-03,中通,U16570,郝立勤,消费者,R00002,四川,西南,白德伟,P01006,办公,纸张,Enermax,令,每包12个,,304.36,2,0.0,33.32
A000140,2020-05-01,2020-05-03,中通,U16570,郝立勤,消费者,R00002,四川,西南,白德伟,P01934,办公,装订,Cardinal,装订机盖,回收,,103.82,3,0.4,17.3
A000141,2021-01-29,2021-02-05,中通,U14140,吕欢悦,小型企业,R00001,浙江,华东,洪光,P01488,办公,器具,Hamilton Beach,微波炉,银色,,1586.26,2,0.4,105.62
A000141,2021-01-29,2021-02-05,中通,U14140,吕欢悦,小型企业,R00001,浙江,华东,洪光,P01182,办公,收纳,Rogers,盘,金属,,567.0,2,0.0,243.6
A000141,2021-01-29,2021-02-05,中通,U14140,吕欢悦,小型企业,R00001,浙江,华东,洪光,P00291,家具,椅子,Hon,凳子,黑色,,451.42,1,0.4,-293.52
A000141,2021-01-29,2021-02-05,中通,U14140,吕欢悦,小型企业,R00001,浙江,华东,洪光,P00420,家具,椅子,SAFCO,扶手椅,每套两件,,2596.61,2,0.4,302.85
